date,machine_id,target_units,units_produced,defective_units,downtime_minutes,shift_duration_min,failure_flag,efficiency_pct,defect_rate_pct,downtime_pct,efficiency_pct_baseline,efficiency_pct_zscore,efficiency_pct_breach,defect_rate_pct_baseline,defect_rate_pct_zscore,defect_rate_pct_breach,downtime_pct_baseline,downtime_pct_zscore,downtime_pct_breach,breach_count,severity,is_anomaly
2026-06-29,M1,1752,1618,39,48,1440,False,92.35,2.41,3.33,94.66,-1.35,False,2.08,0.96,False,4.12,-0.8,False,0,NONE,False
2026-01-01,M2,1556,1465,21,42,1440,False,94.15,1.43,2.92,,,False,,,False,,,False,0,NONE,False
2026-01-02,M2,1556,1466,34,50,1440,False,94.22,2.32,3.47,,,False,,,False,,,False,0,NONE,False
2026-01-03,M2,1089,1019,19,54,1440,False,93.57,1.86,3.75,,,False,,,False,,,False,0,NONE,False
2026-01-04,M2,1089,1012,24,45,1440,False,92.93,2.37,3.12,,,False,,,False,,,False,0,NONE,False
2026-01-05,M2,1556,1446,23,65,1440,False,92.93,1.59,4.51,,,False,,,False,,,False,0,NONE,False
2026-01-06,M2,1556,1487,31,51,1440,False,95.57,2.08,3.54,93.56,3.2,False,1.91,0.39,False,3.55,-0.02,False,0,NONE,False
2026-01-07,M2,1556,1451,27,80,1440,False,93.25,1.86,5.56,93.9,-0.65,False,1.94,-0.21,False,3.55,3.61,True,1,LOW,True
2026-01-08,M2,1556,1457,27,69,1440,False,93.64,1.85,4.79,93.8,-0.17,False,1.93,-0.23,False,3.84,1.04,False,0,NONE,False
2026-01-09,M2,1556,1461,36,76,1440,False,93.89,2.46,5.28,93.78,0.12,False,1.92,1.65,False,3.96,1.45,False,0,NONE,False
2026-01-10,M2,1089,1048,27,66,1440,False,96.24,2.58,4.58,93.79,2.99,False,1.98,1.69,False,4.1,0.5,False,0,NONE,False
2026-01-11,M2,1089,999,26,61,1440,False,91.74,2.6,4.24,94.04,-2.11,True,2.04,1.46,False,4.15,0.1,False,1,LOW,True
2026-01-12,M2,1556,1441,29,44,1440,False,92.61,2.01,3.06,93.83,-0.98,False,2.09,-0.2,False,4.16,-1.26,False,0,NONE,False
2026-01-13,M2,1556,1464,31,55,1440,False,94.09,2.12,3.82,93.73,0.29,False,2.08,0.09,False,4.07,-0.28,False,0,NONE,False
2026-01-14,M2,1556,1473,25,63,1440,False,94.67,1.7,4.38,93.76,0.77,False,2.09,-1.05,False,4.05,0.39,False,0,NONE,False
2026-01-15,M2,1556,1432,17,66,1440,False,92.03,1.19,4.58,93.82,-1.53,False,2.06,-2.36,False,4.07,0.62,False,0,NONE,False
2026-01-16,M2,1556,1431,38,50,1440,False,91.97,2.66,3.47,93.67,-1.35,False,2.04,1.53,False,4.19,-0.95,False,0,NONE,False
2026-01-17,M2,1089,1023,18,64,1440,False,93.94,1.76,4.44,93.51,0.33,False,2.07,-0.71,False,4.19,0.33,False,0,NONE,False
2026-01-18,M2,1089,1028,15,57,1440,False,94.4,1.46,3.96,93.54,0.65,False,2.06,-1.38,False,4.24,-0.37,False,0,NONE,False
2026-01-19,M2,1556,1536,34,59,1440,False,98.71,2.21,4.1,93.64,3.8,False,1.99,0.48,False,4.3,-0.29,False,0,NONE,False
2026-01-20,M2,1556,1454,29,63,1440,False,93.44,1.99,4.38,94.05,-0.33,False,2.04,-0.11,False,4.27,0.16,False,0,NONE,False
2026-01-21,M2,1556,1504,36,58,1440,False,96.66,2.39,4.03,93.9,1.5,False,2.03,0.81,False,4.33,-0.46,False,0,NONE,False
2026-01-22,M2,1556,1477,40,63,1440,False,94.92,2.71,4.38,94.14,0.39,False,2.07,1.43,False,4.22,0.28,False,0,NONE,False
2026-01-23,M2,1556,1477,36,72,1440,False,94.92,2.44,5.0,94.24,0.35,False,2.13,0.65,False,4.19,1.52,False,0,NONE,False
2026-01-24,M2,1089,995,26,74,1440,False,91.37,2.61,5.14,94.31,-1.49,False,2.13,1.02,False,4.17,1.97,False,0,NONE,False
2026-01-25,M2,1089,1027,21,46,1440,False,94.31,2.04,3.19,93.96,0.17,False,2.13,-0.19,False,4.21,-1.87,False,0,NONE,False
2026-01-26,M2,1556,1434,38,69,1440,False,92.16,2.65,4.79,94.15,-1.03,False,2.09,1.23,False,4.14,1.07,False,0,NONE,False
2026-01-27,M2,1556,1472,24,58,1440,False,94.6,1.63,4.03,94.11,0.25,False,2.14,-1.06,False,4.26,-0.42,False,0,NONE,False
2026-01-28,M2,1556,1448,29,72,1440,False,93.06,2.0,5.0,94.15,-0.55,False,2.1,-0.21,False,4.28,1.34,False,0,NONE,False
2026-01-29,M2,1556,1465,39,72,1440,False,94.15,2.66,5.0,94.04,0.06,False,2.12,1.11,False,4.32,1.19,False,0,NONE,False
2026-01-30,M2,1556,1458,27,46,1440,False,93.7,1.85,3.19,94.19,-0.26,False,2.23,-0.9,False,4.35,-1.94,False,0,NONE,False
2026-01-31,M2,1089,1023,18,62,1440,False,93.94,1.76,4.31,94.31,-0.21,False,2.17,-0.99,False,4.33,-0.03,False,0,NONE,False
2026-02-01,M2,1089,1064,21,47,1440,False,97.7,1.97,3.26,94.31,1.89,False,2.17,-0.49,False,4.32,-1.68,False,0,NONE,False
2026-02-02,M2,1556,1439,40,75,1440,False,92.48,2.78,5.21,94.55,-1.03,False,2.21,1.56,False,4.27,1.36,False,0,NONE,False
2026-02-03,M2,1556,1517,39,70,1440,False,97.49,2.57,4.86,94.1,2.02,False,2.25,0.81,False,4.35,0.7,False,0,NONE,False
2026-02-04,M2,1556,1449,26,66,1440,False,93.12,1.79,4.58,94.39,-0.67,False,2.29,-1.26,False,4.38,0.26,False,0,NONE,False
2026-02-05,M2,1556,1446,22,61,1440,False,92.93,1.52,4.24,94.14,-0.67,False,2.25,-1.74,False,4.42,-0.25,False,0,NONE,False
2026-02-06,M2,1556,1458,32,51,1440,False,93.7,2.19,3.54,94.0,-0.16,False,2.16,0.06,False,4.41,-1.19,False,0,NONE,False
2026-02-07,M2,1089,1061,24,55,1440,False,97.43,2.26,3.82,93.91,1.96,False,2.14,0.27,False,4.31,-0.65,False,0,NONE,False
2026-02-08,M2,1089,1036,23,54,1440,False,95.13,2.22,3.75,94.34,0.42,False,2.12,0.25,False,4.22,-0.65,False,0,NONE,False
2026-02-09,M2,1556,1456,33,71,1440,False,93.57,2.27,4.93,94.4,-0.44,False,2.13,0.34,False,4.26,1.0,False,0,NONE,False
2026-02-10,M2,1556,1488,27,51,1440,False,95.63,1.81,3.54,94.5,0.63,False,2.1,-0.77,False,4.27,-1.06,False,0,NONE,False
2026-02-11,M2,1556,1444,34,35,1440,False,92.8,2.35,2.43,94.57,-0.98,False,2.12,0.63,False,4.23,-2.54,False,0,NONE,False
2026-02-12,M2,1556,1424,37,38,1440,False,91.52,2.6,2.64,94.56,-1.66,False,2.14,1.22,False,4.05,-1.72,False,0,NONE,False
2026-02-13,M2,1556,1428,28,69,1440,False,91.77,1.96,4.79,94.37,-1.3,False,2.14,-0.48,False,3.88,1.07,False,0,NONE,False
2026-02-14,M2,1089,1019,14,44,1440,False,93.57,1.37,3.06,94.23,-0.31,False,2.15,-2.14,False,3.99,-1.09,False,0,NONE,False
2026-02-15,M2,1089,1023,23,44,1440,False,93.94,2.25,3.06,94.2,-0.12,False,2.12,0.32,False,3.9,-0.95,False,0,NONE,False
2026-02-16,M2,1556,1457,28,58,1440,False,93.64,1.92,4.03,93.93,-0.16,False,2.14,-0.54,False,3.89,0.16,False,0,NONE,False
2026-02-17,M2,1556,1462,32,59,1440,False,93.96,2.19,4.1,94.02,-0.03,False,2.08,0.31,False,3.8,0.36,False,0,NONE,False
2026-02-18,M2,1556,1486,33,43,1440,False,95.5,2.22,2.99,93.76,1.14,False,2.05,0.5,False,3.75,-0.99,False,0,NONE,False
2026-02-19,M2,1556,1477,37,44,1440,False,94.92,2.51,3.06,93.94,0.63,False,2.08,1.29,False,3.64,-0.77,False,0,NONE,False
2026-02-20,M2,1556,1497,33,53,1440,False,96.21,2.2,3.68,94.08,1.36,False,2.15,0.16,False,3.55,0.17,False,0,NONE,False
2026-02-21,M2,1089,1031,20,52,1440,False,94.67,1.94,3.61,94.26,0.25,False,2.15,-0.69,False,3.56,0.06,False,0,NONE,False
2026-02-22,M2,1089,1024,16,47,1440,False,94.03,1.56,3.26,94.06,-0.02,False,2.13,-1.83,False,3.55,-0.39,False,0,NONE,False
2026-02-23,M2,1556,1454,34,57,1440,False,93.44,2.34,3.96,93.98,-0.4,False,2.08,0.75,False,3.51,0.6,False,0,NONE,False
2026-02-24,M2,1556,1434,30,81,1440,False,92.16,2.09,5.62,93.97,-1.33,False,2.09,0.01,False,3.44,3.41,True,1,LOW,True
2026-02-25,M2,1556,1435,31,49,1440,False,92.22,2.16,3.4,93.72,-1.11,False,2.11,0.16,False,3.59,-0.22,False,0,NONE,False
2026-02-26,M2,1556,1419,28,52,1440,False,91.2,1.97,3.61,93.68,-1.78,False,2.09,-0.37,False,3.66,-0.06,False,0,NONE,False
2026-02-27,M2,1556,1429,30,52,1440,False,91.84,2.1,3.61,93.66,-1.27,False,2.05,0.17,False,3.73,-0.16,False,0,NONE,False
2026-02-28,M2,1089,1033,18,63,1440,False,94.86,1.74,4.38,93.66,0.84,False,2.06,-1.07,False,3.65,1.08,False,0,NONE,False
2026-03-01,M2,1089,1009,24,72,1440,False,92.65,2.38,5.0,93.76,-0.76,False,2.08,1.21,False,3.74,1.84,False,0,NONE,False
2026-03-02,M2,1556,1470,34,52,1440,False,94.47,2.31,3.61,93.66,0.54,False,2.09,0.85,False,3.88,-0.37,False,0,NONE,False
2026-03-03,M2,1556,1424,24,44,1440,False,91.52,1.69,3.06,93.72,-1.46,False,2.12,-1.7,False,3.85,-1.08,False,0,NONE,False
2026-03-04,M2,1556,1498,25,55,1440,False,96.27,1.67,3.82,93.55,1.69,False,2.09,-1.5,False,3.78,0.06,False,0,NONE,False
2026-03-05,M2,1556,1458,22,43,1440,False,93.7,1.51,2.99,93.6,0.06,False,2.05,-1.81,False,3.83,-1.17,False,0,NONE,False
2026-03-06,M2,1556,1476,30,62,1440,False,94.86,2.03,4.31,93.52,0.81,False,1.98,0.18,False,3.83,0.66,False,0,NONE,False
2026-03-07,M2,1089,1023,16,53,1440,False,93.94,1.56,3.68,93.42,0.34,False,1.96,-1.39,False,3.87,-0.26,False,0,NONE,False
2026-03-08,M2,1089,1010,15,68,1440,False,92.75,1.49,4.72,93.37,-0.42,False,1.94,-1.44,False,3.88,1.14,False,0,NONE,False
2026-03-09,M2,1556,1480,23,44,1440,False,95.12,1.55,3.06,93.28,1.24,False,1.93,-1.21,False,3.98,-1.24,False,0,NONE,False
2026-03-10,M2,1556,1511,35,56,1440,False,97.11,2.32,3.89,93.4,2.38,False,1.88,1.44,False,3.92,-0.04,False,0,NONE,False
2026-03-11,M2,1556,1424,30,40,1440,False,91.52,2.11,2.78,93.75,-1.24,False,1.89,0.67,False,3.8,-1.65,False,0,NONE,False
2026-03-12,M2,1556,1505,32,57,1440,False,96.72,2.13,3.96,93.7,1.63,False,1.89,0.75,False,3.75,0.31,False,0,NONE,False
2026-03-13,M2,1556,1390,28,83,1440,False,89.33,2.01,5.76,94.1,-2.55,True,1.9,0.34,False,3.78,2.97,True,2,MEDIUM,True
2026-03-14,M2,1089,1019,21,45,1440,False,93.57,2.06,3.12,93.92,-0.16,False,1.89,0.51,False,3.93,-0.95,False,0,NONE,False
2026-03-15,M2,1089,1018,16,65,1440,False,93.48,1.57,4.51,93.82,-0.16,False,1.92,-1.06,False,3.84,0.78,False,0,NONE,False
2026-03-16,M2,1556,1476,36,39,1440,False,94.86,2.44,2.71,93.88,0.45,False,1.86,1.89,False,3.8,-1.33,False,0,NONE,False
2026-03-17,M2,1556,1449,32,53,1440,False,93.12,2.21,3.68,93.91,-0.36,False,1.87,1.06,False,3.74,-0.07,False,0,NONE,False
2026-03-18,M2,1556,1462,38,71,1440,False,93.96,2.6,4.93,94.02,-0.03,False,1.9,2.09,True,3.78,1.35,False,1,LOW,True
2026-03-19,M2,1556,1441,27,55,1440,False,92.61,1.87,3.82,93.86,-0.63,False,1.97,-0.27,False,3.86,-0.05,False,0,NONE,False
2026-03-20,M2,1556,1477,41,23,1440,False,94.92,2.78,1.6,93.78,0.57,False,2.0,2.24,True,3.92,-2.67,False,1,LOW,True
2026-03-21,M2,1089,1053,29,37,1440,False,96.69,2.75,2.57,93.79,1.45,False,2.05,1.72,False,3.73,-1.1,False,0,NONE,False
2026-03-22,M2,1089,1013,20,48,1440,False,93.02,1.97,3.33,93.98,-0.45,False,2.14,-0.39,False,3.65,-0.29,False,0,NONE,False
2026-03-23,M2,1556,1468,32,83,1440,False,94.34,2.18,5.76,94.0,0.16,False,2.17,0.03,False,3.55,2.08,True,1,LOW,True
2026-03-24,M2,1556,1401,35,47,1440,False,90.04,2.5,3.26,93.95,-1.85,False,2.21,0.84,False,3.74,-0.4,False,0,NONE,False
2026-03-25,M2,1556,1407,23,37,1440,False,90.42,1.63,2.57,93.44,-1.41,False,2.23,-1.72,False,3.7,-0.94,False,0,NONE,False
2026-03-26,M2,1556,1435,29,51,1440,False,92.22,2.02,3.54,93.36,-0.51,False,2.19,-0.45,False,3.68,-0.12,False,0,NONE,False
2026-03-27,M2,1556,1467,29,64,1440,False,94.28,1.98,4.44,93.04,0.61,False,2.18,-0.53,False,3.65,0.65,False,0,NONE,False
2026-03-28,M2,1089,1039,13,51,1440,False,95.41,1.25,3.54,93.4,1.15,False,2.18,-2.42,False,3.56,-0.02,False,0,NONE,False
2026-03-29,M2,1089,1004,26,61,1440,False,92.19,2.59,4.24,93.53,-0.73,False,2.12,1.01,False,3.59,0.6,False,0,NONE,False
2026-03-30,M2,1556,1433,28,58,1440,False,92.1,1.95,4.03,93.43,-0.72,False,2.2,-0.56,False,3.57,0.43,False,0,NONE,False
2026-03-31,M2,1556,1527,26,67,1440,False,98.14,1.7,4.65,93.24,2.65,False,2.16,-1.04,False,3.66,0.95,False,0,NONE,False
2026-04-01,M2,1556,1365,35,87,1440,False,87.72,2.56,6.04,93.6,-2.6,True,2.13,0.94,False,3.73,2.15,True,2,MEDIUM,True
2026-04-02,M2,1556,1369,36,71,1440,False,87.98,2.63,4.93,93.15,-1.88,False,2.12,1.11,False,3.81,0.93,False,0,NONE,False
2026-04-03,M2,1556,1272,34,103,1440,False,81.75,2.67,7.15,92.82,-3.6,True,2.18,1.05,False,3.89,2.63,True,2,MEDIUM,True
2026-04-04,M2,1089,921,37,113,1440,False,84.57,4.02,7.85,91.88,-1.74,False,2.17,4.03,True,4.29,2.67,True,2,HIGH,True
2026-04-05,M2,1089,856,39,155,1440,False,78.6,4.56,10.76,91.01,-2.84,True,2.26,3.47,True,4.67,3.96,True,3,HIGH,True
2026-04-06,M2,1556,1263,61,161,1440,False,81.17,4.83,11.18,89.98,-1.62,False,2.45,2.66,True,5.2,2.74,True,2,MEDIUM,True
2026-04-07,M2,1556,1100,68,173,1440,False,70.69,6.18,12.01,89.04,-3.19,True,2.64,3.24,True,5.58,2.37,True,3,HIGH,True
2026-04-08,M2,1556,1188,74,216,1440,True,76.35,6.23,15.0,87.66,-1.5,False,2.9,2.31,True,6.21,2.82,True,2,MEDIUM,True
2026-04-09,M2,1556,1139,81,233,1440,True,73.2,7.11,16.18,86.65,-1.67,False,3.23,2.36,True,7.1,2.45,True,2,MEDIUM,True
2026-04-10,M2,1556,1082,75,259,1440,True,69.54,6.93,17.99,85.3,-1.82,False,3.59,1.76,False,8.0,2.34,True,1,LOW,True
2026-04-11,M2,1089,1024,18,56,1440,False,94.03,1.76,3.89,83.53,1.15,False,3.94,-1.07,False,8.97,-1.04,False,0,NONE,False
2026-04-12,M2,1089,1024,22,56,1440,False,94.03,2.15,3.89,83.43,1.17,False,3.98,-0.92,False,8.99,-1.05,False,0,NONE,False
2026-04-13,M2,1556,1501,38,64,1440,False,96.47,2.53,4.44,83.56,1.4,False,3.95,-0.71,False,8.97,-0.93,False,0,NONE,False
2026-04-14,M2,1556,1452,36,55,1440,False,93.32,2.48,3.82,83.87,0.99,False,3.99,-0.77,False,9.0,-1.06,False,0,NONE,False
2026-04-15,M2,1556,1453,33,55,1440,False,93.38,2.27,3.82,83.53,1.08,False,4.05,-0.93,False,8.94,-1.04,False,0,NONE,False
2026-04-16,M2,1556,1534,41,63,1440,False,98.59,2.67,4.38,83.93,1.56,False,4.03,-0.7,False,8.78,-0.87,False,0,NONE,False
2026-04-17,M2,1556,1429,25,58,1440,False,91.84,1.75,4.03,84.69,0.7,False,4.03,-1.18,False,8.74,-0.92,False,0,NONE,False
2026-04-18,M2,1089,1026,23,48,1440,False,94.21,2.24,3.33,85.41,0.85,False,3.96,-0.86,False,8.52,-0.99,False,0,NONE,False
2026-04-19,M2,1089,1046,18,58,1440,False,96.05,1.72,4.03,86.1,0.94,False,3.84,-1.03,False,8.19,-0.77,False,0,NONE,False
2026-04-20,M2,1556,1483,45,78,1440,False,95.31,3.03,5.42,87.35,0.75,False,3.63,-0.29,False,7.71,-0.42,False,0,NONE,False
2026-04-21,M2,1556,1486,29,67,1440,False,95.5,1.95,4.65,88.36,0.67,False,3.5,-0.75,False,7.3,-0.49,False,0,NONE,False
2026-04-22,M2,1556,1466,29,54,1440,False,94.22,1.98,3.75,90.13,0.43,False,3.2,-0.62,False,6.78,-0.57,False,0,NONE,False
2026-04-23,M2,1556,1428,28,46,1440,False,91.77,1.96,3.19,91.41,0.04,False,2.9,-0.52,False,5.97,-0.59,False,0,NONE,False
2026-04-24,M2,1556,1442,30,53,1440,False,92.67,2.08,3.68,92.73,-0.01,False,2.53,-0.34,False,5.04,-0.36,False,0,NONE,False
2026-04-25,M2,1089,1044,24,47,1440,False,95.87,2.3,3.26,94.38,0.79,False,2.18,0.3,False,4.02,-1.35,False,0,NONE,False
2026-04-26,M2,1089,1007,23,53,1440,False,92.47,2.28,3.68,94.52,-1.07,False,2.22,0.16,False,3.98,-0.5,False,0,NONE,False
2026-04-27,M2,1556,1460,29,40,1440,False,93.83,1.99,2.78,94.4,-0.29,False,2.23,-0.66,False,3.96,-1.96,False,0,NONE,False
2026-04-28,M2,1556,1452,28,61,1440,False,93.32,1.93,4.24,94.22,-0.47,False,2.19,-0.73,False,3.84,0.6,False,0,NONE,False
2026-04-29,M2,1556,1448,31,59,1440,False,93.06,2.14,4.1,94.22,-0.61,False,2.15,-0.04,False,3.87,0.34,False,0,NONE,False
2026-04-30,M2,1556,1436,31,55,1440,False,92.29,2.16,3.82,94.19,-1.0,False,2.14,0.04,False,3.89,-0.11,False,0,NONE,False
2026-05-01,M2,1556,1496,36,48,1440,False,96.14,2.41,3.33,93.74,1.61,False,2.11,0.95,False,3.85,-0.8,False,0,NONE,False
2026-05-02,M2,1089,1007,13,49,1440,False,92.47,1.29,3.4,94.05,-1.05,False,2.15,-2.78,False,3.8,-0.6,False,0,NONE,False
2026-05-03,M2,1089,1008,19,59,1440,False,92.56,1.88,4.1,93.93,-0.87,False,2.09,-0.54,False,3.81,0.44,False,0,NONE,False
2026-05-04,M2,1556,1450,21,60,1440,False,93.19,1.45,4.17,93.68,-0.33,False,2.1,-1.72,False,3.81,0.53,False,0,NONE,False
2026-05-05,M2,1556,1520,34,46,1440,False,97.69,2.24,3.19,93.53,2.96,False,1.99,0.83,False,3.72,-1.07,False,0,NONE,False
2026-05-06,M2,1556,1433,29,57,1440,False,92.1,2.02,3.96,93.68,-0.92,False,2.01,0.04,False,3.62,0.77,False,0,NONE,False
2026-05-07,M2,1556,1487,36,66,1440,False,95.57,2.42,4.58,93.53,1.15,False,2.01,1.31,False,3.64,2.09,True,1,LOW,True
2026-05-08,M2,1556,1438,22,58,1440,False,92.42,1.53,4.03,93.8,-0.78,False,2.04,-1.55,False,3.73,0.59,False,0,NONE,False
2026-05-09,M2,1089,996,15,48,1440,False,91.46,1.51,3.33,93.78,-1.3,False,2.0,-1.38,False,3.76,-0.86,False,0,NONE,False
2026-05-10,M2,1089,1016,25,65,1440,False,93.3,2.46,4.51,93.47,-0.1,False,1.95,1.39,False,3.76,1.5,False,0,NONE,False
2026-05-11,M2,1556,1524,32,80,1440,False,97.94,2.1,5.56,93.53,2.52,False,1.96,0.37,False,3.82,3.25,True,1,LOW,True
2026-05-12,M2,1556,1433,20,66,1440,False,92.1,1.4,4.58,93.82,-0.81,False,1.97,-1.47,False,4.02,0.89,False,0,NONE,False
2026-05-13,M2,1556,1446,30,52,1440,False,92.93,2.07,3.61,93.74,-0.37,False,1.93,0.34,False,4.05,-0.68,False,0,NONE,False
2026-05-14,M2,1556,1450,34,43,1440,False,93.19,2.34,2.99,93.73,-0.25,False,1.92,1.01,False,4.01,-1.57,False,0,NONE,False
2026-05-15,M2,1556,1461,34,49,1440,False,93.89,2.33,3.4,93.79,0.05,False,1.94,0.93,False,3.95,-0.78,False,0,NONE,False
2026-05-16,M2,1089,1033,25,62,1440,False,94.86,2.42,4.31,93.63,0.61,False,1.93,1.17,False,3.96,0.5,False,0,NONE,False
2026-05-17,M2,1089,1022,25,59,1440,False,93.85,2.45,4.1,93.8,0.02,False,2.01,1.12,False,4.02,0.11,False,0,NONE,False
2026-05-18,M2,1556,1453,38,69,1440,False,93.38,2.62,4.79,93.89,-0.26,False,2.05,1.4,False,4.02,1.12,False,0,NONE,False
2026-05-19,M2,1556,1416,26,57,1440,False,91.0,1.84,3.96,93.91,-1.47,False,2.14,-0.75,False,4.07,-0.15,False,0,NONE,False
2026-05-20,M2,1556,1453,33,56,1440,False,93.38,2.27,3.89,93.43,-0.03,False,2.11,0.41,False,4.12,-0.35,False,0,NONE,False
2026-05-21,M2,1556,1462,24,45,1440,False,93.96,1.64,3.12,93.52,0.25,False,2.13,-1.21,False,4.12,-1.48,False,0,NONE,False
2026-05-22,M2,1556,1504,37,50,1440,False,96.66,2.46,3.47,93.4,1.96,False,2.07,0.95,False,4.01,-0.77,False,0,NONE,False
2026-05-23,M2,1089,1025,16,29,1440,False,94.12,1.56,2.01,93.71,0.22,False,2.14,-1.47,False,3.97,-2.71,False,0,NONE,False
2026-05-24,M2,1089,1000,19,67,1440,False,91.83,1.9,4.65,93.9,-1.19,False,2.14,-0.62,False,3.88,0.87,False,0,NONE,False
2026-05-25,M2,1556,1451,23,59,1440,False,93.25,1.59,4.1,93.79,-0.3,False,2.1,-1.35,False,3.89,0.24,False,0,NONE,False
2026-05-26,M2,1556,1490,33,51,1440,False,95.76,2.21,3.54,93.46,1.69,False,2.06,0.36,False,3.78,-0.32,False,0,NONE,False
2026-05-27,M2,1556,1436,40,72,1440,False,92.29,2.79,5.0,93.72,-1.0,False,2.12,1.88,False,3.71,1.79,False,0,NONE,False
2026-05-28,M2,1556,1474,45,41,1440,False,94.73,3.05,2.85,93.67,0.72,False,2.17,2.21,True,3.81,-1.2,False,1,LOW,True
2026-05-29,M2,1556,1466,26,34,1440,False,94.22,1.77,2.36,93.78,0.29,False,2.22,-0.99,False,3.8,-1.78,False,0,NONE,False
2026-05-30,M2,1089,1028,16,49,1440,False,94.4,1.56,3.4,93.81,0.4,False,2.18,-1.31,False,3.72,-0.36,False,0,NONE,False
2026-05-31,M2,1089,1012,20,44,1440,False,92.93,1.98,3.06,93.77,-0.57,False,2.12,-0.29,False,3.66,-0.68,False,0,NONE,False
2026-06-01,M2,1556,1477,28,57,1440,False,94.92,1.9,3.96,93.71,0.81,False,2.09,-0.39,False,3.59,0.42,False,0,NONE,False
2026-06-02,M2,1556,1483,32,53,1440,False,95.31,2.16,3.68,93.82,0.98,False,2.04,0.26,False,3.53,0.19,False,0,NONE,False
2026-06-03,M2,1556,1493,20,57,1440,False,95.95,1.34,3.96,94.13,1.37,False,2.06,-1.55,False,3.51,0.56,False,0,NONE,False
2026-06-04,M2,1556,1510,41,55,1440,False,97.04,2.72,3.82,94.31,1.96,False,1.99,1.46,False,3.51,0.38,False,0,NONE,False
2026-06-05,M2,1556,1437,28,64,1440,False,92.35,1.95,4.44,94.53,-1.39,False,2.07,-0.23,False,3.56,1.08,False,0,NONE,False
2026-06-06,M2,1089,1008,22,68,1440,False,92.56,2.18,4.72,94.22,-1.08,False,2.03,0.29,False,3.63,1.29,False,0,NONE,False
2026-06-07,M2,1089,1027,25,65,1440,False,94.31,2.43,4.51,94.11,0.12,False,2.08,0.72,False,3.82,0.91,False,0,NONE,False
2026-06-08,M2,1556,1512,35,75,1440,False,97.17,2.31,5.21,94.29,1.97,False,2.12,0.39,False,3.81,1.89,False,0,NONE,False
2026-06-09,M2,1556,1426,31,66,1440,False,91.65,2.17,4.58,94.57,-1.81,False,2.17,0.0,False,3.89,0.83,False,0,NONE,False
2026-06-10,M2,1556,1513,33,58,1440,False,97.24,2.18,4.03,94.27,1.69,False,2.16,0.03,False,3.97,0.07,False,0,NONE,False
2026-06-11,M2,1556,1495,32,50,1440,False,96.08,2.14,3.47,94.63,0.8,False,2.12,0.04,False,3.9,-0.55,False,0,NONE,False
2026-06-12,M2,1556,1489,23,49,1440,False,95.69,1.54,3.4,94.72,0.52,False,2.06,-1.48,False,3.94,-0.74,False,0,NONE,False
2026-06-13,M2,1089,984,26,65,1440,False,90.36,2.64,4.51,94.83,-2.39,True,2.04,1.63,False,4.02,0.81,False,1,LOW,True
2026-06-14,M2,1089,1011,17,59,1440,False,92.84,1.68,4.1,94.54,-0.77,False,2.12,-1.17,False,4.1,0.01,False,0,NONE,False
2026-06-15,M2,1556,1390,24,50,1440,False,89.33,1.73,3.47,94.53,-2.34,True,2.1,-0.94,False,4.17,-1.37,False,1,LOW,True
2026-06-16,M2,1556,1508,28,58,1440,False,96.92,1.86,4.03,94.13,1.06,False,2.08,-0.56,False,4.14,-0.19,False,0,NONE,False
2026-06-17,M2,1556,1476,35,60,1440,False,94.86,2.37,4.17,94.25,0.23,False,2.06,0.76,False,4.16,0.02,False,0,NONE,False
2026-06-18,M2,1556,1503,33,51,1440,False,96.59,2.2,3.54,94.17,0.91,False,2.14,0.18,False,4.18,-1.21,False,0,NONE,False
2026-06-19,M2,1556,1449,32,49,1440,False,93.12,2.21,3.4,94.14,-0.39,False,2.1,0.36,False,4.16,-1.39,False,0,NONE,False
2026-06-20,M2,1089,1024,24,53,1440,False,94.03,2.34,3.68,94.19,-0.06,False,2.12,0.72,False,4.08,-0.7,False,0,NONE,False
2026-06-21,M2,1089,1009,23,48,1440,False,92.65,2.28,3.33,94.3,-0.64,False,2.13,0.48,False,4.01,-1.23,False,0,NONE,False
2026-06-22,M2,1556,1489,35,54,1440,False,95.69,2.35,3.75,94.18,0.58,False,2.12,0.76,False,3.92,-0.31,False,0,NONE,False
2026-06-23,M2,1556,1457,35,61,1440,False,93.64,2.4,4.24,94.08,-0.17,False,2.12,0.91,False,3.82,1.01,False,0,NONE,False
2026-06-24,M2,1556,1445,28,80,1440,False,92.87,1.94,5.56,94.22,-0.56,False,2.14,-0.62,False,3.79,4.65,True,1,HIGH,True
2026-06-25,M2,1556,1473,24,62,1440,False,94.67,1.63,4.31,93.9,0.34,False,2.12,-1.53,False,3.9,0.67,False,0,NONE,False
2026-06-26,M2,1556,1393,27,46,1440,False,89.52,1.94,3.19,93.8,-1.96,False,2.08,-0.41,False,3.96,-1.29,False,0,NONE,False
2026-06-27,M2,1089,1019,20,61,1440,False,93.57,1.96,4.24,93.36,0.09,False,2.11,-0.49,False,3.95,0.47,False,0,NONE,False
2026-06-28,M2,1089,1037,24,79,1440,False,95.22,2.31,5.49,93.59,0.73,False,2.06,0.9,False,3.93,2.59,True,1,LOW,True
2026-06-29,M2,1556,1499,31,60,1440,False,96.34,2.07,4.17,93.76,1.14,False,2.11,-0.15,False,4.03,0.19,False,0,NONE,False
