date,machine_id,shift,target_units,units_produced,defective_units,downtime_minutes,shift_duration_min,failure_flag
2026-02-06,M1,Evening,600,551,18,26,480,False
2026-02-06,M1,Night,552,511,15,19,480,False
2026-02-06,M2,Morning,533,514,12,13,480,False
2026-02-06,M2,Evening,533,490,13,16,480,False
2026-02-06,M2,Night,490,454,7,22,480,False
2026-02-06,M3,Morning,566,567,8,19,480,False
2026-02-06,M3,Evening,566,556,11,22,480,False
2026-02-06,M3,Night,520,472,11,17,480,False
2026-02-06,M4,Morning,500,484,14,37,480,False
2026-02-06,M4,Evening,500,478,11,20,480,False
2026-02-06,M4,Night,460,427,10,17,480,False
2026-02-06,M5,Morning,550,519,15,11,480,False
2026-02-06,M5,Evening,550,535,15,18,480,False
2026-02-06,M5,Night,506,443,8,28,480,False
2026-02-07,M1,Morning,420,394,6,15,480,False
2026-02-07,M1,Evening,420,405,10,17,480,False
2026-02-07,M1,Night,386,358,7,12,480,False
2026-02-07,M2,Morning,373,368,7,27,480,False
2026-02-07,M2,Evening,373,367,10,16,480,False
2026-02-07,M2,Night,343,326,7,12,480,False
2026-02-07,M3,Morning,396,376,5,27,480,False
2026-02-07,M3,Evening,396,366,8,21,480,False
2026-02-07,M3,Night,364,339,8,15,480,False
2026-02-07,M4,Morning,350,338,4,20,480,False
2026-02-07,M4,Evening,350,349,5,14,480,False
2026-02-07,M4,Night,322,307,7,21,480,False
2026-02-07,M5,Morning,385,367,9,27,480,False
2026-02-07,M5,Evening,385,366,7,24,480,False
2026-02-07,M5,Night,354,352,7,12,480,False
2026-02-08,M1,Morning,420,408,8,3,480,False
2026-02-08,M1,Evening,420,405,7,18,480,False
2026-02-08,M1,Night,386,366,8,24,480,False
2026-02-08,M2,Morning,373,345,8,17,480,False
2026-02-08,M2,Evening,373,358,9,12,480,False
2026-02-08,M2,Night,343,333,6,25,480,False
2026-02-08,M3,Morning,396,376,12,17,480,False
2026-02-08,M3,Evening,396,368,8,17,480,False
2026-02-08,M3,Night,364,350,4,11,480,False
2026-02-08,M4,Morning,350,317,8,31,480,False
2026-02-08,M4,Evening,350,327,6,19,480,False
2026-02-08,M4,Night,322,313,5,20,480,False
2026-02-08,M5,Morning,385,373,9,20,480,False
2026-02-08,M5,Evening,385,373,2,24,480,False
2026-02-08,M5,Night,354,325,3,22,480,False
2026-02-09,M1,Morning,600,588,12,26,480,False
2026-02-09,M1,Evening,600,593,17,31,480,False
2026-02-09,M1,Night,552,531,11,7,480,False
2026-02-09,M2,Morning,533,497,8,34,480,False
2026-02-09,M2,Evening,533,498,11,23,480,False
2026-02-09,M2,Night,490,461,14,14,480,False
2026-02-09,M3,Morning,566,535,9,9,480,False
2026-02-09,M3,Evening,566,521,11,16,480,False
2026-02-09,M3,Night,520,477,6,18,480,False
2026-02-09,M4,Morning,500,447,11,19,480,False
2026-02-09,M4,Evening,500,448,9,13,480,False
2026-02-09,M4,Night,460,436,13,5,480,False
2026-02-09,M5,Morning,550,518,10,24,480,False
2026-02-09,M5,Evening,550,520,9,16,480,False
2026-02-09,M5,Night,506,463,13,19,480,False
2026-02-10,M1,Morning,600,598,12,14,480,False
2026-02-10,M1,Evening,600,536,5,7,480,False
2026-02-10,M1,Night,552,523,13,7,480,False
2026-02-10,M2,Morning,533,515,9,20,480,False
2026-02-10,M2,Evening,533,526,14,17,480,False
2026-02-10,M2,Night,490,447,4,14,480,False
2026-02-10,M3,Morning,566,314,26,143,480,True
2026-02-10,M3,Evening,566,375,33,168,480,True
2026-02-10,M3,Night,520,297,23,181,480,True
2026-02-10,M4,Morning,500,452,10,18,480,False
2026-02-10,M4,Evening,500,466,9,5,480,False
2026-02-10,M4,Night,460,424,9,20,480,False
2026-02-10,M5,Morning,550,500,14,12,480,False
2026-02-10,M5,Evening,550,532,13,14,480,False
2026-02-10,M5,Night,506,502,7,25,480,False
2026-02-11,M1,Morning,600,582,10,29,480,False
2026-02-11,M1,Evening,600,559,13,21,480,False
2026-02-11,M1,Night,552,516,13,24,480,False
2026-02-11,M2,Morning,533,473,14,7,480,False
2026-02-11,M2,Evening,533,517,14,11,480,False
2026-02-11,M2,Night,490,454,6,17,480,False
2026-02-11,M3,Morning,566,374,29,159,480,True
2026-02-11,M3,Evening,566,384,25,145,480,True
2026-02-11,M3,Night,520,303,24,167,480,True
2026-02-11,M4,Morning,500,478,10,16,480,False
2026-02-11,M4,Evening,500,468,10,16,480,False
2026-02-11,M4,Night,460,428,13,23,480,False
2026-02-11,M5,Morning,550,512,13,16,480,False
2026-02-11,M5,Evening,550,536,12,18,480,False
2026-02-11,M5,Night,506,482,6,11,480,False
2026-02-12,M1,Morning,600,542,12,31,480,False
2026-02-12,M1,Evening,600,604,15,22,480,False
2026-02-12,M1,Night,552,489,9,13,480,False
2026-02-12,M2,Morning,533,491,10,15,480,False
2026-02-12,M2,Evening,533,469,12,11,480,False
2026-02-12,M2,Night,490,464,15,12,480,False
2026-02-12,M3,Morning,566,399,26,187,480,True
2026-02-12,M3,Evening,566,243,23,185,480,True
2026-02-12,M3,Night,520,269,25,154,480,True
2026-02-12,M4,Morning,500,479,9,21,480,False
2026-02-12,M4,Evening,500,469,13,18,480,False
2026-02-12,M4,Night,460,407,12,12,480,False
2026-02-12,M5,Morning,550,506,9,29,480,False
2026-02-12,M5,Evening,550,481,19,26,480,False
2026-02-12,M5,Night,506,479,10,21,480,False
2026-02-13,M1,Morning,600,573,14,23,480,False
2026-02-13,M1,Evening,600,565,11,18,480,False
2026-02-13,M1,Night,552,515,14,23,480,False
2026-02-13,M2,Morning,533,454,11,20,480,False
2026-02-13,M2,Evening,533,500,9,27,480,False
2026-02-13,M2,Night,490,474,8,22,480,False
2026-02-13,M3,Morning,566,515,7,14,480,False
2026-02-13,M3,Evening,566,546,15,22,480,False
2026-02-13,M3,Night,520,500,12,14,480,False
2026-02-13,M4,Morning,500,476,12,24,480,False
2026-02-13,M4,Evening,500,487,12,21,480,False
2026-02-13,M4,Night,460,447,9,12,480,False
2026-02-13,M5,Morning,550,514,9,14,480,False
2026-02-13,M5,Evening,550,514,8,16,480,False
2026-02-13,M5,Night,506,446,10,19,480,False
2026-02-14,M1,Morning,420,384,9,25,480,False
2026-02-14,M1,Evening,420,374,6,13,480,False
2026-02-14,M1,Night,386,351,9,17,480,False
2026-02-14,M2,Morning,373,347,3,23,480,False
2026-02-14,M2,Evening,373,336,7,21,480,False
2026-02-14,M2,Night,343,336,4,0,480,False
2026-02-14,M3,Morning,396,374,12,28,480,False
2026-02-14,M3,Evening,396,374,7,25,480,False
2026-02-14,M3,Night,364,331,8,22,480,False
2026-02-14,M4,Morning,350,340,13,22,480,False
2026-02-14,M4,Evening,350,323,7,6,480,False
2026-02-14,M4,Night,322,295,5,15,480,False
2026-02-14,M5,Morning,385,363,6,27,480,False
2026-02-14,M5,Evening,385,361,7,16,480,False
2026-02-14,M5,Night,354,334,9,12,480,False
2026-02-15,M1,Morning,420,386,7,9,480,False
2026-02-15,M1,Evening,420,384,7,25,480,False
2026-02-15,M1,Night,386,365,8,25,480,False
2026-02-15,M2,Morning,373,349,8,18,480,False
2026-02-15,M2,Evening,373,353,6,1,480,False
2026-02-15,M2,Night,343,321,9,25,480,False
2026-02-15,M3,Morning,396,383,11,19,480,False
2026-02-15,M3,Evening,396,374,6,16,480,False
2026-02-15,M3,Night,364,348,10,18,480,False
2026-02-15,M4,Morning,350,324,7,23,480,False
2026-02-15,M4,Evening,350,313,2,15,480,False
2026-02-15,M4,Night,322,290,5,18,480,False
2026-02-15,M5,Morning,385,356,10,21,480,False
2026-02-15,M5,Evening,385,365,9,11,480,False
2026-02-15,M5,Night,354,343,7,24,480,False
2026-02-16,M1,Morning,600,544,6,25,480,False
2026-02-16,M1,Evening,600,570,9,12,480,False
2026-02-16,M1,Night,552,537,7,31,480,False
2026-02-16,M2,Morning,533,486,12,16,480,False
2026-02-16,M2,Evening,533,510,9,18,480,False
2026-02-16,M2,Night,490,461,7,24,480,False
2026-02-16,M3,Morning,566,523,10,12,480,False
2026-02-16,M3,Evening,566,488,10,36,480,False
2026-02-16,M3,Night,520,501,10,17,480,False
2026-02-16,M4,Morning,500,470,11,10,480,False
2026-02-16,M4,Evening,500,486,12,24,480,False
2026-02-16,M4,Night,460,438,9,24,480,False
2026-02-16,M5,Morning,550,526,10,15,480,False
2026-02-16,M5,Evening,550,518,16,10,480,False
2026-02-16,M5,Night,506,453,10,19,480,False
2026-02-17,M1,Morning,600,567,13,17,480,False
2026-02-17,M1,Evening,600,590,7,13,480,False
2026-02-17,M1,Night,552,517,6,17,480,False
2026-02-17,M2,Morning,533,527,11,20,480,False
2026-02-17,M2,Evening,533,480,8,16,480,False
2026-02-17,M2,Night,490,455,13,23,480,False
2026-02-17,M3,Morning,566,513,12,22,480,False
2026-02-17,M3,Evening,566,551,17,11,480,False
2026-02-17,M3,Night,520,476,6,17,480,False
2026-02-17,M4,Morning,500,476,13,18,480,False
2026-02-17,M4,Evening,500,465,10,13,480,False
2026-02-17,M4,Night,460,461,5,20,480,False
2026-02-17,M5,Morning,550,550,12,17,480,False
2026-02-17,M5,Evening,550,511,10,29,480,False
2026-02-17,M5,Night,506,442,13,8,480,False
2026-02-18,M1,Morning,600,559,10,23,480,False
2026-02-18,M1,Evening,600,535,13,33,480,False
2026-02-18,M1,Night,552,496,11,14,480,False
2026-02-18,M2,Morning,533,507,11,14,480,False
2026-02-18,M2,Evening,533,508,16,17,480,False
2026-02-18,M2,Night,490,471,6,12,480,False
2026-02-18,M3,Morning,566,540,16,21,480,False
2026-02-18,M3,Evening,566,526,11,10,480,False
2026-02-18,M3,Night,520,498,13,15,480,False
2026-02-18,M4,Morning,500,462,10,16,480,False
2026-02-18,M4,Evening,500,469,16,17,480,False
2026-02-18,M4,Night,460,427,7,24,480,False
2026-02-18,M5,Morning,550,514,9,28,480,False
2026-02-18,M5,Evening,550,540,9,5,480,False
2026-02-18,M5,Night,506,490,8,24,480,False
2026-02-19,M1,Morning,600,528,14,10,480,False
2026-02-19,M1,Evening,600,577,12,12,480,False
2026-02-19,M1,Night,552,512,13,19,480,False
2026-02-19,M2,Morning,533,510,17,7,480,False
2026-02-19,M2,Evening,533,526,11,12,480,False
2026-02-19,M2,Night,490,441,9,25,480,False
2026-02-19,M3,Morning,566,529,16,8,480,False
2026-02-19,M3,Evening,566,531,7,21,480,False
2026-02-19,M3,Night,520,502,9,0,480,False
2026-02-19,M4,Morning,500,472,11,22,480,False
2026-02-19,M4,Evening,500,488,7,24,480,False
2026-02-19,M4,Night,460,448,5,21,480,False
2026-02-19,M5,Morning,550,508,10,21,480,False
2026-02-19,M5,Evening,550,508,9,19,480,False
2026-02-19,M5,Night,506,459,7,24,480,False
2026-02-20,M1,Morning,600,543,14,22,480,False
2026-02-20,M1,Evening,600,532,9,27,480,False
2026-02-20,M1,Night,552,502,9,22,480,False
2026-02-20,M2,Morning,533,513,10,14,480,False
2026-02-20,M2,Evening,533,523,16,26,480,False
2026-02-20,M2,Night,490,461,7,13,480,False
2026-02-20,M3,Morning,566,540,13,29,480,False
2026-02-20,M3,Evening,566,543,7,26,480,False
2026-02-20,M3,Night,520,473,9,21,480,False
2026-02-20,M4,Morning,500,499,20,23,480,False
2026-02-20,M4,Evening,500,467,11,25,480,False
2026-02-20,M4,Night,460,427,13,20,480,False
2026-02-20,M5,Morning,550,525,13,22,480,False
2026-02-20,M5,Evening,550,530,9,15,480,False
2026-02-20,M5,Night,506,458,11,24,480,False
2026-02-21,M1,Morning,420,400,12,19,480,False
2026-02-21,M1,Evening,420,403,6,16,480,False
2026-02-21,M1,Night,386,370,10,17,480,False
2026-02-21,M2,Morning,373,349,4,16,480,False
2026-02-21,M2,Evening,373,360,9,22,480,False
2026-02-21,M2,Night,343,322,7,14,480,False
2026-02-21,M3,Morning,396,380,9,22,480,False
2026-02-21,M3,Evening,396,365,3,27,480,False
2026-02-21,M3,Night,364,336,5,24,480,False
2026-02-21,M4,Morning,350,324,9,23,480,False
2026-02-21,M4,Evening,350,336,4,27,480,False
2026-02-21,M4,Night,322,305,6,20,480,False
2026-02-21,M5,Morning,385,341,8,11,480,False
2026-02-21,M5,Evening,385,346,4,27,480,False
2026-02-21,M5,Night,354,326,10,15,480,False
2026-02-22,M1,Morning,420,373,5,28,480,False
2026-02-22,M1,Evening,420,392,7,20,480,False
2026-02-22,M1,Night,386,368,10,29,480,False
2026-02-22,M2,Morning,373,346,4,16,480,False
2026-02-22,M2,Evening,373,353,5,12,480,False
2026-02-22,M2,Night,343,325,7,19,480,False
2026-02-22,M3,Morning,396,363,7,12,480,False
2026-02-22,M3,Evening,396,382,10,5,480,False
2026-02-22,M3,Night,364,332,4,14,480,False
2026-02-22,M4,Morning,350,328,4,12,480,False
2026-02-22,M4,Evening,350,318,7,19,480,False
2026-02-22,M4,Night,322,295,6,15,480,False
2026-02-22,M5,Morning,385,358,11,28,480,False
2026-02-22,M5,Evening,385,346,9,25,480,False
2026-02-22,M5,Night,354,320,8,30,480,False
2026-02-23,M1,Morning,600,543,8,26,480,False
2026-02-23,M1,Evening,600,568,14,21,480,False
2026-02-23,M1,Night,552,525,7,26,480,False
2026-02-23,M2,Morning,533,519,10,18,480,False
2026-02-23,M2,Evening,533,476,11,23,480,False
2026-02-23,M2,Night,490,459,13,16,480,False
2026-02-23,M3,Morning,566,541,8,19,480,False
2026-02-23,M3,Evening,566,529,12,16,480,False
2026-02-23,M3,Night,520,486,13,16,480,False
2026-02-23,M4,Morning,500,445,14,29,480,False
2026-02-23,M4,Evening,500,450,11,15,480,False
2026-02-23,M4,Night,460,436,10,17,480,False
2026-02-23,M5,Morning,550,504,8,12,480,False
2026-02-23,M5,Evening,550,503,10,14,480,False
2026-02-23,M5,Night,506,485,14,15,480,False
2026-02-24,M1,Morning,600,568,14,22,480,False
2026-02-24,M1,Evening,600,565,14,22,480,False
2026-02-24,M1,Night,552,498,13,25,480,False
2026-02-24,M2,Morning,533,488,10,24,480,False
2026-02-24,M2,Evening,533,497,14,36,480,False
2026-02-24,M2,Night,490,449,6,21,480,False
2026-02-24,M3,Morning,566,544,11,29,480,False
2026-02-24,M3,Evening,566,509,13,14,480,False
2026-02-24,M3,Night,520,515,17,13,480,False
2026-02-24,M4,Morning,500,461,12,16,480,False
2026-02-24,M4,Evening,500,469,10,5,480,False
2026-02-24,M4,Night,460,432,7,15,480,False
2026-02-24,M5,Morning,550,540,7,25,480,False
2026-02-24,M5,Evening,550,512,10,24,480,False
2026-02-24,M5,Night,506,480,12,26,480,False
2026-02-25,M1,Morning,600,558,10,11,480,False
2026-02-25,M1,Evening,600,549,21,28,480,False
2026-02-25,M1,Night,552,496,6,22,480,False
2026-02-25,M2,Morning,533,509,12,17,480,False
2026-02-25,M2,Evening,533,499,11,19,480,False
2026-02-25,M2,Night,490,427,8,13,480,False
2026-02-25,M3,Morning,566,535,21,21,480,False
2026-02-25,M3,Evening,566,526,14,22,480,False
2026-02-25,M3,Night,520,495,12,34,480,False
2026-02-25,M4,Morning,500,453,11,12,480,False
2026-02-25,M4,Evening,500,478,7,16,480,False
2026-02-25,M4,Night,460,428,11,25,480,False
2026-02-25,M5,Morning,550,496,11,14,480,False
2026-02-25,M5,Evening,550,496,10,16,480,False
2026-02-25,M5,Night,506,512,12,9,480,False
2026-02-26,M1,Morning,600,553,15,34,480,False
2026-02-26,M1,Evening,600,535,5,32,480,False
2026-02-26,M1,Night,552,525,8,23,480,False
2026-02-26,M2,Morning,533,458,10,21,480,False
2026-02-26,M2,Evening,533,515,8,19,480,False
2026-02-26,M2,Night,490,446,10,12,480,False
2026-02-26,M3,Morning,566,525,8,23,480,False
2026-02-26,M3,Evening,566,546,11,19,480,False
2026-02-26,M3,Night,520,466,9,18,480,False
2026-02-26,M4,Morning,500,509,7,29,480,False
2026-02-26,M4,Evening,500,484,11,31,480,False
2026-02-26,M4,Night,460,437,10,18,480,False
2026-02-26,M5,Morning,550,537,15,14,480,False
2026-02-26,M5,Evening,550,495,10,13,480,False
2026-02-26,M5,Night,506,474,13,15,480,False
2026-02-27,M1,Morning,600,563,12,25,480,False
2026-02-27,M1,Evening,600,523,9,20,480,False
2026-02-27,M1,Night,552,538,10,5,480,False
2026-02-27,M2,Morning,533,510,9,10,480,False
2026-02-27,M2,Evening,533,491,10,14,480,False
2026-02-27,M2,Night,490,428,11,28,480,False
2026-02-27,M3,Morning,566,543,8,17,480,False
2026-02-27,M3,Evening,566,531,13,24,480,False
2026-02-27,M3,Night,520,477,10,22,480,False
2026-02-27,M4,Morning,500,491,12,24,480,False
2026-02-27,M4,Evening,500,471,14,22,480,False
2026-02-27,M4,Night,460,420,12,24,480,False
2026-02-27,M5,Morning,550,509,9,21,480,False
2026-02-27,M5,Evening,550,524,12,21,480,False
2026-02-27,M5,Night,506,501,14,20,480,False
2026-02-28,M1,Morning,420,406,6,22,480,False
2026-02-28,M1,Evening,420,417,8,13,480,False
2026-02-28,M1,Night,386,355,5,13,480,False
2026-02-28,M2,Morning,373,346,4,19,480,False
2026-02-28,M2,Evening,373,360,5,30,480,False
2026-02-28,M2,Night,343,327,9,14,480,False
2026-02-28,M3,Morning,396,382,5,25,480,False
2026-02-28,M3,Evening,396,374,9,10,480,False
2026-02-28,M3,Night,364,332,8,12,480,False
2026-02-28,M4,Morning,350,333,4,25,480,False
2026-02-28,M4,Evening,350,316,7,23,480,False
2026-02-28,M4,Night,322,295,7,21,480,False
2026-02-28,M5,Morning,385,355,5,5,480,False
2026-02-28,M5,Evening,385,365,4,19,480,False
2026-02-28,M5,Night,354,329,8,17,480,False
2026-03-01,M1,Morning,420,390,10,21,480,False
2026-03-01,M1,Evening,420,398,9,8,480,False
2026-03-01,M1,Night,386,371,9,11,480,False
2026-03-01,M2,Morning,373,347,7,18,480,False
2026-03-01,M2,Evening,373,354,10,26,480,False
2026-03-01,M2,Night,343,308,7,28,480,False
2026-03-01,M3,Morning,396,376,10,33,480,False
2026-03-01,M3,Evening,396,384,9,26,480,False
2026-03-01,M3,Night,364,343,7,16,480,False
2026-03-01,M4,Morning,350,345,5,30,480,False
2026-03-01,M4,Evening,350,334,4,21,480,False
2026-03-01,M4,Night,322,282,7,25,480,False
2026-03-01,M5,Morning,385,355,8,33,480,False
2026-03-01,M5,Evening,385,356,5,29,480,False
2026-03-01,M5,Night,354,353,7,26,480,False
2026-03-02,M1,Morning,600,588,10,15,480,False
2026-03-02,M1,Evening,600,586,18,23,480,False
2026-03-02,M1,Night,552,504,17,15,480,False
2026-03-02,M2,Morning,533,495,11,30,480,False
2026-03-02,M2,Evening,533,514,12,22,480,False
2026-03-02,M2,Night,490,461,11,0,480,False
2026-03-02,M3,Morning,566,527,12,10,480,False
2026-03-02,M3,Evening,566,538,11,31,480,False
2026-03-02,M3,Night,520,513,9,18,480,False
2026-03-02,M4,Morning,500,468,9,20,480,False
2026-03-02,M4,Evening,500,458,6,23,480,False
2026-03-02,M4,Night,460,441,7,25,480,False
2026-03-02,M5,Morning,550,506,11,25,480,False
2026-03-02,M5,Evening,550,516,12,15,480,False
2026-03-02,M5,Night,506,472,9,13,480,False
2026-03-03,M1,Morning,600,560,7,15,480,False
2026-03-03,M1,Evening,600,558,11,17,480,False
2026-03-03,M1,Night,552,517,12,25,480,False
2026-03-03,M2,Morning,533,490,7,11,480,False
2026-03-03,M2,Evening,533,493,9,13,480,False
2026-03-03,M2,Night,490,441,8,20,480,False
2026-03-03,M3,Morning,566,542,10,16,480,False
2026-03-03,M3,Evening,566,516,11,13,480,False
2026-03-03,M3,Night,520,497,5,16,480,False
2026-03-03,M4,Morning,500,474,10,38,480,False
2026-03-03,M4,Evening,500,475,7,18,480,False
2026-03-03,M4,Night,460,407,8,13,480,False
2026-03-03,M5,Morning,550,532,9,18,480,False
2026-03-03,M5,Evening,550,506,16,16,480,False
2026-03-03,M5,Night,506,503,13,22,480,False
2026-03-04,M1,Morning,600,570,13,5,480,False
2026-03-04,M1,Evening,600,558,15,18,480,False
2026-03-04,M1,Night,552,495,10,31,480,False
2026-03-04,M2,Morning,533,520,11,26,480,False
2026-03-04,M2,Evening,533,495,5,12,480,False
2026-03-04,M2,Night,490,483,9,17,480,False
2026-03-04,M3,Morning,566,526,17,30,480,False
2026-03-04,M3,Evening,566,569,11,21,480,False
2026-03-04,M3,Night,520,465,14,10,480,False
2026-03-04,M4,Morning,500,473,7,14,480,False
2026-03-04,M4,Evening,500,457,8,15,480,False
2026-03-04,M4,Night,460,424,11,11,480,False
2026-03-04,M5,Morning,550,520,15,15,480,False
2026-03-04,M5,Evening,550,505,10,27,480,False
2026-03-04,M5,Night,506,478,8,22,480,False
2026-03-05,M1,Morning,600,544,14,22,480,False
2026-03-05,M1,Evening,600,558,9,12,480,False
2026-03-05,M1,Night,552,527,15,14,480,False
2026-03-05,M2,Morning,533,508,4,14,480,False
2026-03-05,M2,Evening,533,500,8,12,480,False
2026-03-05,M2,Night,490,450,10,17,480,False
2026-03-05,M3,Morning,566,494,4,14,480,False
2026-03-05,M3,Evening,566,539,2,15,480,False
2026-03-05,M3,Night,520,480,14,16,480,False
2026-03-05,M4,Morning,500,475,10,3,480,False
2026-03-05,M4,Evening,500,481,11,22,480,False
2026-03-05,M4,Night,460,469,4,31,480,False
2026-03-05,M5,Morning,550,512,12,18,480,False
2026-03-05,M5,Evening,550,510,9,21,480,False
2026-03-05,M5,Night,506,452,11,16,480,False
2026-03-06,M1,Morning,600,543,10,28,480,False
2026-03-06,M1,Evening,600,554,13,13,480,False
2026-03-06,M1,Night,552,531,13,32,480,False
2026-03-06,M2,Morning,533,498,12,19,480,False
2026-03-06,M2,Evening,533,521,9,24,480,False
2026-03-06,M2,Night,490,457,9,19,480,False
2026-03-06,M3,Morning,566,536,11,20,480,False
2026-03-06,M3,Evening,566,558,15,25,480,False
2026-03-06,M3,Night,520,481,8,26,480,False
2026-03-06,M4,Morning,500,483,14,14,480,False
2026-03-06,M4,Evening,500,466,5,16,480,False
2026-03-06,M4,Night,460,446,8,23,480,False
2026-03-06,M5,Morning,550,513,12,10,480,False
2026-03-06,M5,Evening,550,518,2,17,480,False
2026-03-06,M5,Night,506,450,13,24,480,False
2026-03-07,M1,Morning,420,400,12,12,480,False
2026-03-07,M1,Evening,420,416,11,17,480,False
2026-03-07,M1,Night,386,375,5,13,480,False
2026-03-07,M2,Morning,373,343,6,11,480,False
2026-03-07,M2,Evening,373,364,7,21,480,False
2026-03-07,M2,Night,343,316,3,21,480,False
2026-03-07,M3,Morning,396,349,7,9,480,False
2026-03-07,M3,Evening,396,395,10,19,480,False
2026-03-07,M3,Night,364,355,6,23,480,False
2026-03-07,M4,Morning,350,331,7,28,480,False
2026-03-07,M4,Evening,350,336,7,7,480,False
2026-03-07,M4,Night,322,293,6,19,480,False
2026-03-07,M5,Morning,385,348,12,30,480,False
2026-03-07,M5,Evening,385,368,8,17,480,False
2026-03-07,M5,Night,354,322,7,21,480,False
2026-03-08,M1,Morning,420,379,9,18,480,False
2026-03-08,M1,Evening,420,370,6,16,480,False
2026-03-08,M1,Night,386,384,9,9,480,False
2026-03-08,M2,Morning,373,356,4,26,480,False
2026-03-08,M2,Evening,373,345,7,28,480,False
2026-03-08,M2,Night,343,309,4,14,480,False
2026-03-08,M3,Morning,396,384,4,0,480,False
2026-03-08,M3,Evening,396,366,9,27,480,False
2026-03-08,M3,Night,364,337,6,27,480,False
2026-03-08,M4,Morning,350,309,6,20,480,False
2026-03-08,M4,Evening,350,333,6,19,480,False
2026-03-08,M4,Night,322,278,5,22,480,False
2026-03-08,M5,Morning,385,350,7,22,480,False
2026-03-08,M5,Evening,385,357,8,12,480,False
2026-03-08,M5,Night,354,330,8,20,480,False
2026-03-09,M1,Morning,600,553,12,24,480,False
2026-03-09,M1,Evening,600,527,15,16,480,False
2026-03-09,M1,Night,552,525,15,9,480,False
2026-03-09,M2,Morning,533,489,9,13,480,False
2026-03-09,M2,Evening,533,528,8,15,480,False
2026-03-09,M2,Night,490,463,6,16,480,False
2026-03-09,M3,Morning,566,537,10,18,480,False
2026-03-09,M3,Evening,566,523,6,21,480,False
2026-03-09,M3,Night,520,516,11,20,480,False
2026-03-09,M4,Morning,500,480,6,31,480,False
2026-03-09,M4,Evening,500,473,15,13,480,False
2026-03-09,M4,Night,460,457,12,23,480,False
2026-03-09,M5,Morning,550,520,10,27,480,False
2026-03-09,M5,Evening,550,519,5,11,480,False
2026-03-09,M5,Night,506,472,11,18,480,False
2026-03-10,M1,Morning,600,585,6,20,480,False
2026-03-10,M1,Evening,600,531,14,18,480,False
2026-03-10,M1,Night,552,525,8,28,480,False
2026-03-10,M2,Morning,533,517,13,18,480,False
2026-03-10,M2,Evening,533,510,9,25,480,False
2026-03-10,M2,Night,490,484,13,13,480,False
2026-03-10,M3,Morning,566,538,7,23,480,False
2026-03-10,M3,Evening,566,539,5,10,480,False
2026-03-10,M3,Night,520,484,9,10,480,False
2026-03-10,M4,Morning,500,475,11,17,480,False
2026-03-10,M4,Evening,500,458,12,31,480,False
2026-03-10,M4,Night,460,425,7,22,480,False
2026-03-10,M5,Morning,550,511,10,24,480,False
2026-03-10,M5,Evening,550,485,14,19,480,False
2026-03-10,M5,Night,506,469,10,18,480,False
2026-03-11,M1,Morning,600,532,16,19,480,False
2026-03-11,M1,Evening,600,571,15,11,480,False
2026-03-11,M1,Night,552,526,10,25,480,False
2026-03-11,M2,Morning,533,467,9,14,480,False
2026-03-11,M2,Evening,533,507,12,14,480,False
2026-03-11,M2,Night,490,450,9,12,480,False
2026-03-11,M3,Morning,566,546,10,0,480,False
2026-03-11,M3,Evening,566,525,8,7,480,False
2026-03-11,M3,Night,520,469,10,28,480,False
2026-03-11,M4,Morning,500,474,8,22,480,False
2026-03-11,M4,Evening,500,463,8,10,480,False
2026-03-11,M4,Night,460,408,8,20,480,False
2026-03-11,M5,Morning,550,515,10,12,480,False
2026-03-11,M5,Evening,550,527,7,24,480,False
2026-03-11,M5,Night,506,460,8,8,480,False
2026-03-12,M1,Morning,600,554,15,22,480,False
2026-03-12,M1,Evening,600,581,14,11,480,False
2026-03-12,M1,Night,552,513,8,28,480,False
2026-03-12,M2,Morning,533,481,13,25,480,False
2026-03-12,M2,Evening,533,530,10,24,480,False
2026-03-12,M2,Night,490,494,9,8,480,False
2026-03-12,M3,Morning,566,500,13,5,480,False
2026-03-12,M3,Evening,566,525,12,20,480,False
2026-03-12,M3,Night,520,495,11,28,480,False
2026-03-12,M4,Morning,500,455,8,13,480,False
2026-03-12,M4,Evening,500,482,13,22,480,False
2026-03-12,M4,Night,460,448,6,31,480,False
2026-03-12,M5,Morning,550,542,14,32,480,False
2026-03-12,M5,Evening,550,489,9,13,480,False
2026-03-12,M5,Night,506,486,7,24,480,False
2026-03-13,M1,Morning,600,588,15,21,480,False
2026-03-13,M1,Evening,600,546,9,28,480,False
2026-03-13,M1,Night,552,531,11,16,480,False
2026-03-13,M2,Morning,533,468,7,32,480,False
2026-03-13,M2,Evening,533,480,11,26,480,False
2026-03-13,M2,Night,490,442,10,25,480,False
2026-03-13,M3,Morning,566,532,20,7,480,False
2026-03-13,M3,Evening,566,550,11,24,480,False
2026-03-13,M3,Night,520,495,8,20,480,False
2026-03-13,M4,Morning,500,442,11,21,480,False
2026-03-13,M4,Evening,500,479,13,21,480,False
2026-03-13,M4,Night,460,434,7,14,480,False
2026-03-13,M5,Morning,550,536,16,17,480,False
2026-03-13,M5,Evening,550,517,8,27,480,False
2026-03-13,M5,Night,506,485,16,12,480,False
2026-03-14,M1,Morning,420,390,9,23,480,False
2026-03-14,M1,Evening,420,392,6,25,480,False
2026-03-14,M1,Night,386,371,6,28,480,False
2026-03-14,M2,Morning,373,363,8,19,480,False
